Inexperienced School Leaders,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Level,Division,School,Poverty Level,Title1 Code,Percent of Inexperienced Principals,Number of Inexperienced Principals,Percent of Inexperienced Assistant Principals,Number of Inexperienced Assistant Principals
2023 - 2024,SCH,Norfolk City Public Schools,Tarrallton Elementary,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Norfolk City Public Schools,Walter Herron Taylor Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Norfolk City Public Schools,Walter Herron Taylor Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Norfolk City Public Schools,Walter Herron Taylor Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Norfolk City Public Schools,Walter Herron Taylor Elementary,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Norfolk City Public Schools,Willard Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Norfolk City Public Schools,Willard Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Norfolk City Public Schools,Willard Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Norfolk City Public Schools,Willard Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Kiptopeke Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Kiptopeke Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Kiptopeke Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Kiptopeke Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Northampton High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Northampton High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Northampton High,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Northampton High,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Northampton Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Northampton Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Northampton Middle,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Northampton Middle,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Occohannock Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Occohannock Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Occohannock Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Northampton County Public Schools,Occohannock Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Northumberland County Public Schools,Northumberland Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Northumberland County Public Schools,Northumberland Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Northumberland County Public Schools,Northumberland Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Northumberland County Public Schools,Northumberland Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Northumberland County Public Schools,Northumberland High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Northumberland County Public Schools,Northumberland High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Northumberland County Public Schools,Northumberland High,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Northumberland County Public Schools,Northumberland High,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Northumberland County Public Schools,Northumberland Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Northumberland County Public Schools,Northumberland Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Northumberland County Public Schools,Northumberland Middle,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Northumberland County Public Schools,Northumberland Middle,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Norton City Public Schools,J.I. Burton High ,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Norton City Public Schools,J.I. Burton High ,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Norton City Public Schools,J.I. Burton High ,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Norton City Public Schools,J.I. Burton High ,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Norton City Public Schools,Norton Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Norton City Public Schools,Norton Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Norton City Public Schools,Norton Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Norton City Public Schools,Norton Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Blackstone Primary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Blackstone Primary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Blackstone Primary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Blackstone Primary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Crewe Primary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Crewe Primary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Crewe Primary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Crewe Primary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Nottoway High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Nottoway High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Nottoway High,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Nottoway High,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Nottoway Intermediate,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Nottoway Intermediate,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Nottoway Intermediate,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Nottoway Intermediate,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Nottoway Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Nottoway Middle,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Nottoway Middle,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Nottoway County Public Schools,Nottoway Middle,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Gordon-Barbour Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Gordon-Barbour Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Lightfoot Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Lightfoot Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Locust Grove Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Locust Grove Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Locust Grove Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Locust Grove Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Locust Grove Primary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Locust Grove Primary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Orange County High ,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Orange County High ,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Orange Elementary,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Orange County Public Schools,Orange Elementary,All Schools,Title I,0,0,100,1
2023 - 2024,SCH,Orange County Public Schools,Prospect Heights Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Prospect Heights Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Unionville Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Orange County Public Schools,Unionville Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Luray Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Luray Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Luray High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Luray High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Luray Middle,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Page County Public Schools,Luray Middle,All Schools,Non-Title I,0,0,100,1
2023 - 2024,SCH,Page County Public Schools,Luray Middle,High Poverty,All Schools,0,0,100,1
2023 - 2024,SCH,Page County Public Schools,Luray Middle,High Poverty,Non-Title I,0,0,100,1
2023 - 2024,SCH,Page County Public Schools,Page County High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Page County High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Page County Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Page County Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Shenandoah Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Shenandoah Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Springfield Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Springfield Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Stanley Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Page County Public Schools,Stanley Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Blue Ridge Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Blue Ridge Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Blue Ridge Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Blue Ridge Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Hardin Reynolds Memorial School,All Schools,All Schools,100,1,0,0
2023 - 2024,SCH,Patrick County Public Schools,Hardin Reynolds Memorial School,All Schools,Title I,100,1,0,0
2023 - 2024,SCH,Patrick County Public Schools,Hardin Reynolds Memorial School,High Poverty,All Schools,100,1,0,0
2023 - 2024,SCH,Patrick County Public Schools,Hardin Reynolds Memorial School,High Poverty,Title I,100,1,0,0
2023 - 2024,SCH,Patrick County Public Schools,Meadows of Dan Elementary ,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Meadows of Dan Elementary ,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Meadows of Dan Elementary ,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Meadows of Dan Elementary ,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Patrick County High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Patrick County High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Patrick Springs Primary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Patrick Springs Primary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Stuart Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Stuart Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Woolwine Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Patrick County Public Schools,Woolwine Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Petersburg City Public Schools,Cool Spring Elementary,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Petersburg City Public Schools,Cool Spring Elementary,All Schools,Title I,0,0,100,1
2023 - 2024,SCH,Petersburg City Public Schools,Cool Spring Elementary,High Poverty,All Schools,0,0,100,1
2023 - 2024,SCH,Petersburg City Public Schools,Cool Spring Elementary,High Poverty,Title I,0,0,100,1
2023 - 2024,SCH,Petersburg City Public Schools,Lakemont Elementary,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Petersburg City Public Schools,Lakemont Elementary,All Schools,Title I,0,0,100,1
2023 - 2024,SCH,Petersburg City Public Schools,Lakemont Elementary,High Poverty,All Schools,0,0,100,1
2023 - 2024,SCH,Petersburg City Public Schools,Lakemont Elementary,High Poverty,Title I,0,0,100,1
2023 - 2024,SCH,Petersburg City Public Schools,Petersburg High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Petersburg City Public Schools,Petersburg High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Petersburg City Public Schools,Petersburg High,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Petersburg City Public Schools,Petersburg High,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Petersburg City Public Schools,Pleasants Lane Elementary,All Schools,All Schools,0,0,66.7,2
2023 - 2024,SCH,Petersburg City Public Schools,Pleasants Lane Elementary,All Schools,Title I,0,0,66.7,2
2023 - 2024,SCH,Petersburg City Public Schools,Pleasants Lane Elementary,High Poverty,All Schools,0,0,66.7,2
2023 - 2024,SCH,Petersburg City Public Schools,Pleasants Lane Elementary,High Poverty,Title I,0,0,66.7,2
2023 - 2024,SCH,Petersburg City Public Schools,Vernon Johns Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Petersburg City Public Schools,Vernon Johns Middle,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Petersburg City Public Schools,Vernon Johns Middle,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Petersburg City Public Schools,Vernon Johns Middle,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Petersburg City Public Schools,Walnut Hill Elementary,All Schools,All Schools,0,0,50,1
2023 - 2024,SCH,Petersburg City Public Schools,Walnut Hill Elementary,All Schools,Title I,0,0,50,1
2023 - 2024,SCH,Petersburg City Public Schools,Walnut Hill Elementary,High Poverty,All Schools,0,0,50,1
2023 - 2024,SCH,Petersburg City Public Schools,Walnut Hill Elementary,High Poverty,Title I,0,0,50,1
2023 - 2024,SCH,Pittsylvania County Public Schools,Brosville Elementary ,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Brosville Elementary ,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Chatham Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Chatham Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Chatham High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Chatham High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Chatham Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Chatham Middle,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Dan River High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Dan River High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Dan River Middle,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Pittsylvania County Public Schools,Dan River Middle,All Schools,Title I,0,0,100,1
2023 - 2024,SCH,Pittsylvania County Public Schools,Gretna Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Gretna Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Gretna High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Gretna High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Gretna Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Gretna Middle,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,John L. Hurt Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,John L. Hurt Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Kentuck Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Kentuck Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Mount Airy Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Mount Airy Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Southside Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Southside Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Stony Mill Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Stony Mill Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Tunstall High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Tunstall High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Tunstall Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Tunstall Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Twin Springs Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Twin Springs Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Union Hall Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Pittsylvania County Public Schools,Union Hall Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Poquoson City Public Schools,Poquoson Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Poquoson City Public Schools,Poquoson Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Poquoson City Public Schools,Poquoson Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Poquoson City Public Schools,Poquoson Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Poquoson City Public Schools,Poquoson High,All Schools,All Schools,0,0,0,0
