Provisionally Licensed,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Division,School,Level,Poverty Level,Special Education Percent,Provisional Percent,Title 1 Code,y,x10
2023 - 2024,Loudoun County Public Schools,Sterling Middle,SCH,Medium Poverty,3.4,16.4,4,19,Title I
2023 - 2024,Loudoun County Public Schools,Steuart W. Weller Elementary,SCH,Low Poverty,1.6,4.8,1,3,All Schools
2023 - 2024,Loudoun County Public Schools,Steuart W. Weller Elementary,SCH,Low Poverty,1.6,4.8,1,3,Non-Title I
2023 - 2024,Loudoun County Public Schools,Stone Bridge High,SCH,Low Poverty,5.5,11,8,16,All Schools
2023 - 2024,Loudoun County Public Schools,Stone Bridge High,SCH,Low Poverty,5.5,11,8,16,Non-Title I
2023 - 2024,Loudoun County Public Schools,Stone Hill Middle,SCH,Low Poverty,0,7.3,0,7,All Schools
2023 - 2024,Loudoun County Public Schools,Stone Hill Middle,SCH,Low Poverty,0,7.3,0,7,Non-Title I
2023 - 2024,Loudoun County Public Schools,Sugarland Elementary,SCH,Medium Poverty,1.6,3.2,1,2,All Schools
2023 - 2024,Loudoun County Public Schools,Sugarland Elementary,SCH,Medium Poverty,1.6,3.2,1,2,Title I
2023 - 2024,Loudoun County Public Schools,Sully Elementary,SCH,Medium Poverty,0,3.3,0,2,All Schools
2023 - 2024,Loudoun County Public Schools,Sully Elementary,SCH,Medium Poverty,0,3.3,0,2,Title I
2023 - 2024,Loudoun County Public Schools,Sycolin Creek Elementary,SCH,Low Poverty,0,0,0,0,All Schools
2023 - 2024,Loudoun County Public Schools,Sycolin Creek Elementary,SCH,Low Poverty,0,0,0,0,Non-Title I
2023 - 2024,Loudoun County Public Schools,Trailside Middle,SCH,Low Poverty,3.9,11.8,4,12,All Schools
2023 - 2024,Loudoun County Public Schools,Trailside Middle,SCH,Low Poverty,3.9,11.8,4,12,Non-Title I
2023 - 2024,Loudoun County Public Schools,Tuscarora High,SCH,Low Poverty,2.1,13.5,3,19,All Schools
2023 - 2024,Loudoun County Public Schools,Tuscarora High,SCH,Low Poverty,2.1,13.5,3,19,Non-Title I
2023 - 2024,Loudoun County Public Schools,Waterford Elementary,SCH,Low Poverty,0,0,0,0,All Schools
2023 - 2024,Loudoun County Public Schools,Waterford Elementary,SCH,Low Poverty,0,0,0,0,Non-Title I
2023 - 2024,Loudoun County Public Schools,Waxpool Elementary,SCH,Low Poverty,1.5,4.5,1,3,All Schools
2023 - 2024,Loudoun County Public Schools,Waxpool Elementary,SCH,Low Poverty,1.5,4.5,1,3,Non-Title I
2023 - 2024,Loudoun County Public Schools,Willard Middle,SCH,Low Poverty,1.6,6.3,2,8,All Schools
2023 - 2024,Loudoun County Public Schools,Willard Middle,SCH,Low Poverty,1.6,6.3,2,8,Non-Title I
2023 - 2024,Loudoun County Public Schools,Woodgrove High,SCH,Low Poverty,1.4,2.1,2,3,All Schools
2023 - 2024,Loudoun County Public Schools,Woodgrove High,SCH,Low Poverty,1.4,2.1,2,3,Non-Title I
2023 - 2024,Louisa County Public Schools,Jouett Elementary,SCH,Medium Poverty,4.8,6.5,3,4,All Schools
2023 - 2024,Louisa County Public Schools,Jouett Elementary,SCH,Medium Poverty,4.8,6.5,3,4,Title I
2023 - 2024,Louisa County Public Schools,Louisa County High,SCH,Medium Poverty,8.5,10.1,11,13,All Schools
2023 - 2024,Louisa County Public Schools,Louisa County High,SCH,Medium Poverty,8.5,10.1,11,13,Non-Title I
2023 - 2024,Louisa County Public Schools,Louisa County Middle,SCH,Medium Poverty,5.6,7.4,6,8,All Schools
2023 - 2024,Louisa County Public Schools,Louisa County Middle,SCH,Medium Poverty,5.6,7.4,6,8,Non-Title I
2023 - 2024,Louisa County Public Schools,Moss-Nuckols Elementary,SCH,Medium Poverty,3.8,7.5,2,4,All Schools
2023 - 2024,Louisa County Public Schools,Moss-Nuckols Elementary,SCH,Medium Poverty,3.8,7.5,2,4,Title I
2023 - 2024,Louisa County Public Schools,Thomas Jefferson Elementary,SCH,Medium Poverty,4.8,9.5,3,6,All Schools
2023 - 2024,Louisa County Public Schools,Thomas Jefferson Elementary,SCH,Medium Poverty,4.8,9.5,3,6,Title I
2023 - 2024,Louisa County Public Schools,Trevilians Elementary,SCH,Medium Poverty,12,20,6,10,All Schools
2023 - 2024,Louisa County Public Schools,Trevilians Elementary,SCH,Medium Poverty,12,20,6,10,Title I
2023 - 2024,Lunenburg County Public Schools,Central High,SCH,High Poverty,2.2,11.1,1,5,All Schools
2023 - 2024,Lunenburg County Public Schools,Central High,SCH,High Poverty,2.2,11.1,1,5,Non-Title I
2023 - 2024,Lunenburg County Public Schools,Kenbridge Elementary,SCH,High Poverty,6.1,12.1,2,4,All Schools
2023 - 2024,Lunenburg County Public Schools,Kenbridge Elementary,SCH,High Poverty,6.1,12.1,2,4,Title I
2023 - 2024,Lunenburg County Public Schools,Lunenburg Middle,SCH,High Poverty,2.6,13.2,1,5,All Schools
2023 - 2024,Lunenburg County Public Schools,Lunenburg Middle,SCH,High Poverty,2.6,13.2,1,5,Non-Title I
2023 - 2024,Lunenburg County Public Schools,Victoria Elementary,SCH,High Poverty,0,8.8,0,3,All Schools
2023 - 2024,Lunenburg County Public Schools,Victoria Elementary,SCH,High Poverty,0,8.8,0,3,Title I
2023 - 2024,Lynchburg City Public Schools,Bedford Hills Elementary,SCH,High Poverty,0,0,0,0,All Schools
2023 - 2024,Lynchburg City Public Schools,Bedford Hills Elementary,SCH,High Poverty,0,0,0,0,Title I
2023 - 2024,Lynchburg City Public Schools,Dearington Elementary/Innovation ,SCH,High Poverty,0,4.8,0,1,All Schools
2023 - 2024,Lynchburg City Public Schools,Dearington Elementary/Innovation ,SCH,High Poverty,0,4.8,0,1,Title I
2023 - 2024,Lynchburg City Public Schools,E.C. Glass High ,SCH,High Poverty,3.5,10.5,4,12,All Schools
2023 - 2024,Lynchburg City Public Schools,E.C. Glass High ,SCH,High Poverty,3.5,10.5,4,12,Non-Title I
2023 - 2024,Lynchburg City Public Schools,Heritage Elementary,SCH,High Poverty,0,2.8,0,1,All Schools
2023 - 2024,Lynchburg City Public Schools,Heritage Elementary,SCH,High Poverty,0,2.8,0,1,Title I
2023 - 2024,Lynchburg City Public Schools,Heritage High,SCH,High Poverty,1,9,1,9,All Schools
2023 - 2024,Lynchburg City Public Schools,Heritage High,SCH,High Poverty,1,9,1,9,Non-Title I
2023 - 2024,Lynchburg City Public Schools,Linkhorne Elementary,SCH,High Poverty,0,0,0,0,All Schools
2023 - 2024,Lynchburg City Public Schools,Linkhorne Elementary,SCH,High Poverty,0,0,0,0,Title I
2023 - 2024,Lynchburg City Public Schools,Linkhorne Middle,SCH,High Poverty,1.5,7.4,1,5,All Schools
2023 - 2024,Lynchburg City Public Schools,Linkhorne Middle,SCH,High Poverty,1.5,7.4,1,5,Non-Title I
2023 - 2024,Lynchburg City Public Schools,Paul Laurence Dunbar Middle for Innovation ,SCH,High Poverty,0,3.1,0,2,All Schools
2023 - 2024,Lynchburg City Public Schools,Paul Laurence Dunbar Middle for Innovation ,SCH,High Poverty,0,3.1,0,2,Non-Title I
2023 - 2024,Lynchburg City Public Schools,Paul Munro Elementary,SCH,High Poverty,0,0,0,0,All Schools
2023 - 2024,Lynchburg City Public Schools,Paul Munro Elementary,SCH,High Poverty,0,0,0,0,Title I
2023 - 2024,Lynchburg City Public Schools,Perrymont Elementary,SCH,High Poverty,0,2.9,0,1,All Schools
2023 - 2024,Lynchburg City Public Schools,Perrymont Elementary,SCH,High Poverty,0,2.9,0,1,Title I
2023 - 2024,Lynchburg City Public Schools,Robert S. Payne Elementary,SCH,High Poverty,0,12.8,0,5,All Schools
2023 - 2024,Lynchburg City Public Schools,Robert S. Payne Elementary,SCH,High Poverty,0,12.8,0,5,Title I
2023 - 2024,Lynchburg City Public Schools,Sandusky Elementary,SCH,High Poverty,0,0,0,0,All Schools
2023 - 2024,Lynchburg City Public Schools,Sandusky Elementary,SCH,High Poverty,0,0,0,0,Title I
2023 - 2024,Lynchburg City Public Schools,Sandusky Middle,SCH,High Poverty,1.6,14.8,1,9,All Schools
2023 - 2024,Lynchburg City Public Schools,Sandusky Middle,SCH,High Poverty,1.6,14.8,1,9,Non-Title I
2023 - 2024,Lynchburg City Public Schools,Sheffield Elementary,SCH,High Poverty,0,2.6,0,1,All Schools
2023 - 2024,Lynchburg City Public Schools,Sheffield Elementary,SCH,High Poverty,0,2.6,0,1,Title I
2023 - 2024,Lynchburg City Public Schools,T.C. Miller Elementary School for Innovation,SCH,High Poverty,0,5,0,1,All Schools
2023 - 2024,Lynchburg City Public Schools,T.C. Miller Elementary School for Innovation,SCH,High Poverty,0,5,0,1,Title I
2023 - 2024,Lynchburg City Public Schools,William M. Bass Elementary,SCH,High Poverty,0,19,0,4,All Schools
2023 - 2024,Lynchburg City Public Schools,William M. Bass Elementary,SCH,High Poverty,0,19,0,4,Title I
2023 - 2024,Madison County Public Schools,Madison County High,SCH,Medium Poverty,0,9.3,0,4,All Schools
2023 - 2024,Madison County Public Schools,Madison County High,SCH,Medium Poverty,0,9.3,0,4,Non-Title I
2023 - 2024,Madison County Public Schools,Madison Primary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Madison County Public Schools,Madison Primary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Madison County Public Schools,Waverly Yowell Elementary,SCH,Medium Poverty,0,4.5,0,1,All Schools
2023 - 2024,Madison County Public Schools,Waverly Yowell Elementary,SCH,Medium Poverty,0,4.5,0,1,Title I
2023 - 2024,Madison County Public Schools,William H. Wetsel Middle,SCH,Medium Poverty,0,9.4,0,3,All Schools
2023 - 2024,Madison County Public Schools,William H. Wetsel Middle,SCH,Medium Poverty,0,9.4,0,3,Non-Title I
2023 - 2024,Manassas City Public Schools,Baldwin Elementary,SCH,Medium Poverty,2.8,11.1,1,4,All Schools
2023 - 2024,Manassas City Public Schools,Baldwin Elementary,SCH,Medium Poverty,2.8,11.1,1,4,Title I
2023 - 2024,Manassas City Public Schools,Baldwin Intermediate,SCH,Medium Poverty,0,9.5,0,2,All Schools
2023 - 2024,Manassas City Public Schools,Baldwin Intermediate,SCH,Medium Poverty,0,9.5,0,2,Non-Title I
2023 - 2024,Manassas City Public Schools,George Carr Round Elementary,SCH,Medium Poverty,0,2.9,0,1,All Schools
2023 - 2024,Manassas City Public Schools,George Carr Round Elementary,SCH,Medium Poverty,0,2.9,0,1,Title I
2023 - 2024,Manassas City Public Schools,Grace E. Metz Middle ,SCH,Medium Poverty,2.9,13.2,2,9,All Schools
2023 - 2024,Manassas City Public Schools,Grace E. Metz Middle ,SCH,Medium Poverty,2.9,13.2,2,9,Non-Title I
2023 - 2024,Manassas City Public Schools,Jennie Dean Elementary,SCH,Medium Poverty,0,5.3,0,2,All Schools
2023 - 2024,Manassas City Public Schools,Jennie Dean Elementary,SCH,Medium Poverty,0,5.3,0,2,Title I
2023 - 2024,Manassas City Public Schools,Mayfield Intermediate,SCH,Medium Poverty,2,4.1,1,2,All Schools
2023 - 2024,Manassas City Public Schools,Mayfield Intermediate,SCH,Medium Poverty,2,4.1,1,2,Non-Title I
2023 - 2024,Manassas City Public Schools,Osbourn High,SCH,Medium Poverty,4.6,19.1,7,29,All Schools
2023 - 2024,Manassas City Public Schools,Osbourn High,SCH,Medium Poverty,4.6,19.1,7,29,Non-Title I
2023 - 2024,Manassas City Public Schools,Richard C. Haydon Elementary,SCH,Medium Poverty,2.6,7.7,1,3,All Schools
2023 - 2024,Manassas City Public Schools,Richard C. Haydon Elementary,SCH,Medium Poverty,2.6,7.7,1,3,Title I
2023 - 2024,Manassas City Public Schools,Weems Elementary,SCH,Medium Poverty,0,3.2,0,1,All Schools
2023 - 2024,Manassas City Public Schools,Weems Elementary,SCH,Medium Poverty,0,3.2,0,1,Title I
2023 - 2024,Manassas Park City Public Schools,Cougar Elementary,SCH,Medium Poverty,2.9,11.4,2,8,All Schools
2023 - 2024,Manassas Park City Public Schools,Cougar Elementary,SCH,Medium Poverty,2.9,11.4,2,8,Title I
2023 - 2024,Manassas Park City Public Schools,Manassas Park Elementary,SCH,Medium Poverty,1.8,9.1,1,5,All Schools
2023 - 2024,Manassas Park City Public Schools,Manassas Park Elementary,SCH,Medium Poverty,1.8,9.1,1,5,Title I
2023 - 2024,Manassas Park City Public Schools,Manassas Park High,SCH,Medium Poverty,2.7,13.7,2,10,All Schools
2023 - 2024,Manassas Park City Public Schools,Manassas Park High,SCH,Medium Poverty,2.7,13.7,2,10,Non-Title I
2023 - 2024,Manassas Park City Public Schools,Manassas Park Middle,SCH,Medium Poverty,3.1,18.5,2,12,All Schools
2023 - 2024,Manassas Park City Public Schools,Manassas Park Middle,SCH,Medium Poverty,3.1,18.5,2,12,Non-Title I
2023 - 2024,Martinsville City Public Schools,Albert Harris Elementary,SCH,High Poverty,2.5,10,1,4,All Schools
2023 - 2024,Martinsville City Public Schools,Albert Harris Elementary,SCH,High Poverty,2.5,10,1,4,Title I
2023 - 2024,Martinsville City Public Schools,Martinsville High,SCH,High Poverty,1.9,11.5,1,6,All Schools
2023 - 2024,Martinsville City Public Schools,Martinsville High,SCH,High Poverty,1.9,11.5,1,6,Non-Title I
2023 - 2024,Martinsville City Public Schools,Martinsville Middle,SCH,High Poverty,2.6,13.2,1,5,All Schools
2023 - 2024,Martinsville City Public Schools,Martinsville Middle,SCH,High Poverty,2.6,13.2,1,5,Title I
2023 - 2024,Martinsville City Public Schools,Patrick Henry Elementary,SCH,High Poverty,2.9,17.1,1,6,All Schools
2023 - 2024,Martinsville City Public Schools,Patrick Henry Elementary,SCH,High Poverty,2.9,17.1,1,6,Title I
2023 - 2024,Mathews County Public Schools,Mathews Elementary,SCH,Medium Poverty,3.3,6.7,1,2,All Schools
2023 - 2024,Mathews County Public Schools,Mathews Elementary,SCH,Medium Poverty,3.3,6.7,1,2,Title I
2023 - 2024,Mathews County Public Schools,Mathews High,SCH,Medium Poverty,0,2.8,0,1,All Schools
2023 - 2024,Mathews County Public Schools,Mathews High,SCH,Medium Poverty,0,2.8,0,1,Non-Title I
2023 - 2024,Mathews County Public Schools,Thomas Hunter Middle ,SCH,Medium Poverty,0,10.3,0,3,All Schools
2023 - 2024,Mathews County Public Schools,Thomas Hunter Middle ,SCH,Medium Poverty,0,10.3,0,3,Non-Title I
2023 - 2024,Mecklenburg County Public Schools,Chase City Elementary,SCH,High Poverty,6.3,18.8,2,6,All Schools
2023 - 2024,Mecklenburg County Public Schools,Chase City Elementary,SCH,High Poverty,6.3,18.8,2,6,Title I
2023 - 2024,Mecklenburg County Public Schools,Clarksville Elementary,SCH,High Poverty,0,5.6,0,2,All Schools
2023 - 2024,Mecklenburg County Public Schools,Clarksville Elementary,SCH,High Poverty,0,5.6,0,2,Title I
2023 - 2024,Mecklenburg County Public Schools,LaCrosse Elementary ,SCH,High Poverty,6.9,13.8,2,4,All Schools
2023 - 2024,Mecklenburg County Public Schools,LaCrosse Elementary ,SCH,High Poverty,6.9,13.8,2,4,Title I
2023 - 2024,Mecklenburg County Public Schools,Mecklenburg County High,SCH,High Poverty,2,8,2,8,All Schools
2023 - 2024,Mecklenburg County Public Schools,Mecklenburg County High,SCH,High Poverty,2,8,2,8,Non-Title I
2023 - 2024,Mecklenburg County Public Schools,Mecklenburg County Middle,SCH,High Poverty,2.6,9,2,7,All Schools
2023 - 2024,Mecklenburg County Public Schools,Mecklenburg County Middle,SCH,High Poverty,2.6,9,2,7,Non-Title I
2023 - 2024,Mecklenburg County Public Schools,South Hill Elementary,SCH,High Poverty,3.6,12.5,2,7,All Schools
2023 - 2024,Mecklenburg County Public Schools,South Hill Elementary,SCH,High Poverty,3.6,12.5,2,7,Title I
2023 - 2024,Middlesex County Public Schools,Middlesex Elementary,SCH,High Poverty,0,7,0,3,All Schools
2023 - 2024,Middlesex County Public Schools,Middlesex Elementary,SCH,High Poverty,0,7,0,3,Title I
2023 - 2024,Middlesex County Public Schools,Middlesex High,SCH,High Poverty,0,8.6,0,3,All Schools
2023 - 2024,Middlesex County Public Schools,Middlesex High,SCH,High Poverty,0,8.6,0,3,Non-Title I
2023 - 2024,Middlesex County Public Schools,St. Clare Walker Middle,SCH,High Poverty,0,4.5,0,1,All Schools
2023 - 2024,Middlesex County Public Schools,St. Clare Walker Middle,SCH,High Poverty,0,4.5,0,1,Non-Title I
2023 - 2024,Montgomery County Public Schools,Auburn Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Montgomery County Public Schools,Auburn Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Montgomery County Public Schools,Auburn High,SCH,Medium Poverty,0,4,0,2,All Schools
2023 - 2024,Montgomery County Public Schools,Auburn High,SCH,Medium Poverty,0,4,0,2,Non-Title I
2023 - 2024,Montgomery County Public Schools,Auburn Middle,SCH,Medium Poverty,0,2.7,0,1,All Schools
2023 - 2024,Montgomery County Public Schools,Auburn Middle,SCH,Medium Poverty,0,2.7,0,1,Non-Title I
2023 - 2024,Montgomery County Public Schools,Belview Elementary,SCH,Medium Poverty,0,6.5,0,2,All Schools
2023 - 2024,Montgomery County Public Schools,Belview Elementary,SCH,Medium Poverty,0,6.5,0,2,Title I
2023 - 2024,Montgomery County Public Schools,Blacksburg High,SCH,Low Poverty,1,6.7,1,7,All Schools
2023 - 2024,Montgomery County Public Schools,Blacksburg High,SCH,Low Poverty,1,6.7,1,7,Non-Title I
2023 - 2024,Montgomery County Public Schools,Blacksburg Middle,SCH,Low Poverty,0,7.3,0,6,All Schools
2023 - 2024,Montgomery County Public Schools,Blacksburg Middle,SCH,Low Poverty,0,7.3,0,6,Non-Title I
2023 - 2024,Montgomery County Public Schools,Christiansburg Elementary,SCH,Medium Poverty,4.8,7.1,2,3,All Schools
2023 - 2024,Montgomery County Public Schools,Christiansburg Elementary,SCH,Medium Poverty,4.8,7.1,2,3,Title I
2023 - 2024,Montgomery County Public Schools,Christiansburg High,SCH,Medium Poverty,1.9,6.8,2,7,All Schools
2023 - 2024,Montgomery County Public Schools,Christiansburg High,SCH,Medium Poverty,1.9,6.8,2,7,Non-Title I
2023 - 2024,Montgomery County Public Schools,Christiansburg Middle,SCH,Medium Poverty,2.7,8.2,2,6,All Schools
2023 - 2024,Montgomery County Public Schools,Christiansburg Middle,SCH,Medium Poverty,2.7,8.2,2,6,Non-Title I
2023 - 2024,Montgomery County Public Schools,Christiansburg Primary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Montgomery County Public Schools,Christiansburg Primary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Montgomery County Public Schools,Eastern Montgomery Elementary,SCH,Medium Poverty,2.3,4.5,1,2,All Schools
2023 - 2024,Montgomery County Public Schools,Eastern Montgomery Elementary,SCH,Medium Poverty,2.3,4.5,1,2,Title I
2023 - 2024,Montgomery County Public Schools,Eastern Montgomery High,SCH,Medium Poverty,0,7.1,0,3,All Schools
2023 - 2024,Montgomery County Public Schools,Eastern Montgomery High,SCH,Medium Poverty,0,7.1,0,3,Non-Title I
2023 - 2024,Montgomery County Public Schools,Falling Branch Elementary,SCH,Medium Poverty,0,3.4,0,2,All Schools
2023 - 2024,Montgomery County Public Schools,Falling Branch Elementary,SCH,Medium Poverty,0,3.4,0,2,Title I
2023 - 2024,Montgomery County Public Schools,Gilbert Linkous Elementary,SCH,Low Poverty,0,0,0,0,All Schools
2023 - 2024,Montgomery County Public Schools,Gilbert Linkous Elementary,SCH,Low Poverty,0,0,0,0,Non-Title I
2023 - 2024,Montgomery County Public Schools,Harding Avenue Elementary,SCH,Low Poverty,0,6.9,0,2,All Schools
2023 - 2024,Montgomery County Public Schools,Harding Avenue Elementary,SCH,Low Poverty,0,6.9,0,2,Non-Title I
2023 - 2024,Montgomery County Public Schools,Kipps Elementary,SCH,Low Poverty,3.2,6.5,1,2,All Schools
2023 - 2024,Montgomery County Public Schools,Kipps Elementary,SCH,Low Poverty,3.2,6.5,1,2,Non-Title I
2023 - 2024,Montgomery County Public Schools,Margaret Beeks Elementary,SCH,Low Poverty,2.9,8.6,1,3,All Schools
2023 - 2024,Montgomery County Public Schools,Margaret Beeks Elementary,SCH,Low Poverty,2.9,8.6,1,3,Non-Title I
2023 - 2024,Montgomery County Public Schools,Prices Fork Elementary,SCH,Medium Poverty,0,4.3,0,2,All Schools
2023 - 2024,Montgomery County Public Schools,Prices Fork Elementary,SCH,Medium Poverty,0,4.3,0,2,Title I
2023 - 2024,Montgomery County Public Schools,Shawsville Middle,SCH,Medium Poverty,3,3,1,1,All Schools
2023 - 2024,Montgomery County Public Schools,Shawsville Middle,SCH,Medium Poverty,3,3,1,1,Non-Title I
2023 - 2024,Nelson County Public Schools,Nelson County High,SCH,Medium Poverty,1.8,14.5,1,8,All Schools
2023 - 2024,Nelson County Public Schools,Nelson County High,SCH,Medium Poverty,1.8,14.5,1,8,Non-Title I
2023 - 2024,Nelson County Public Schools,Nelson Middle,SCH,Medium Poverty,2.5,5,1,2,All Schools
2023 - 2024,Nelson County Public Schools,Nelson Middle,SCH,Medium Poverty,2.5,5,1,2,Non-Title I
2023 - 2024,Nelson County Public Schools,Rockfish River Elementary,SCH,Medium Poverty,0,6.9,0,2,All Schools
2023 - 2024,Nelson County Public Schools,Rockfish River Elementary,SCH,Medium Poverty,0,6.9,0,2,Title I
2023 - 2024,Nelson County Public Schools,Tye River Elementary,SCH,Medium Poverty,2.8,11.1,1,4,All Schools
2023 - 2024,Nelson County Public Schools,Tye River Elementary,SCH,Medium Poverty,2.8,11.1,1,4,Title I
